complaint_text,sector
Frequent power cuts disturbing daily life,Electricity
Complaint: Street lights not working at night - minor issue for a month,Electricity
Debris blocking the road and not cleared - serious issue since yesterday,Roads
Mid-day meal quality is poor and insufficient - minor issue today,Education
Delay in pension disbursement for senior citizens - serious issue since last week,Other
Tap water is muddy and smells bad - severe issue since yesterday,Water
Noise pollution from nearby factory at night - urgent issue regularly,Other
Speeding vehicles in residential area need control - minor issue for a month - please take action,PublicSafety
Teachers absent regularly and classes not held - urgent issue since last week,Education
Kindly note: Hospital toilets unhygienic and unusable - major issue since last week,Health
Auto drivers overcharging passengers on routes - major issue today,Transport
Garbage no collected for many days - severe issue for a month,Sanitation
Crop insurance claim pending for a long time,Agriculture
City bus route cancelled suddenly without notice - major issue for many days - requesting help,Transport
Ambulance not arriving quickly during emergencies - urgent issue today,Health
Kindly note: Crop insurance claim pending for a long time - cheppandi emi chestaru,Agriculture
Delay in pension disbursement for senior citizens,Other
 Transformer making unusual noise and sparking - please resolve,Electricity
Attention: Teachers absent regularly and classes not held - severe issue since last week - please take action,Education
 Speeding vehicles in residential area need control - frequent issue since yesterday,PublicSafety
Footpath broken and dangerous for pedestrians - minor issue regularly - kripya isko thik karein,Roads
Traffic signals not working properly at busy junctions - minor issue for the past few days,Transport
Railway crossing gate not working causing traffic jams - major issue for many days,Transport
Drunken driving at night causing danger - frequent issue regularly,PublicSafety
Overhead water tank leaking heavily - minor issue for a month,Water
Footpath broken and dangerous for pedestrians,Roads
No drinking water supply since yesterday - minor issue for a month - no one is taking action,Water
Chain snatching incidents reported in the area - urgent issue for the past few days,PublicSafety
Overhead water tank leaking heavily - serious issue since last week,Water
School needs more benches and fans - repeated issue since yesterday - please resolve asap,Education
Voltage fluctuations damaging appliances - immediate issue for many days - please resolve asap,Electricity
School needs more benches and fans - serious issue today,Education
No proper drinking water facility in school - repeated issue regularly,Education
Footpath damaged and dangerous for pedestrians - frequent issue today,Roads
Attention: Electric pole leaning dangerously and may fall - urgent issue since yesterday,Electricity
Fertilizer subsidy not credited to farmers - minor issue for a month,Agriculture
Transformer making unusual noise and sparking - serious issue since last week - please resolve asap,Electricity
Kindly note: Voltage fluctuations damaging appliances - repeated issue today,Electricity
Railway crossing gate not working causing traffic jams - major issue regularly,Transport
"Stray dogs attacking people, need control measures - urgent issue since yesterday",Health
Pipeline leakage flooding the street - frequent issue since last week,Water
Street is damaged and difficult for vehicles - severe issue today - plz solve asap,Roads
Attention: No proper drinking water facility in school - minor issue for the past few days - kripya isko thik karein,Education
Government office staff rude and not helpful - urgent issue for a month,Other
